
Modification Statistics for data/owndata/attackdata/1.csv
  CANID 957: 677 times
  CANID 513: 631 times
  CANID 711: 659 times
  CANID 930: 710 times
  CANID 294: 697 times
  CANID 1364: 622 times
  CANID 612: 683 times
  CANID 548: 670 times
  CANID 1373: 680 times
  CANID 529: 652 times
  CANID 1885: 690 times
  CANID 1962: 702 times
  CANID 1860: 657 times
  CANID 978: 729 times
  CANID 935: 663 times
  CANID 604: 668 times
  CANID 922: 685 times
  CANID 1960: 661 times
  CANID 2024: 675 times
  CANID 570: 668 times
  CANID 890: 670 times
  CANID 585: 672 times
  CANID 755: 710 times
  CANID 821: 651 times
  CANID 832: 665 times
  CANID 1362: 642 times
  CANID 1049: 683 times
  CANID 1360: 702 times
  CANID 1834: 658 times
  CANID 678: 682 times
  CANID 769: 682 times
  CANID 610: 667 times
  CANID 722: 665 times
  CANID 850: 681 times
  CANID 870: 712 times
  CANID 897: 666 times
  CANID 530: 710 times
  CANID 275: 665 times
  CANID 868: 657 times
  CANID 707: 681 times
  CANID 706: 692 times
  CANID 603: 633 times
  CANID 792: 647 times
  CANID 1828: 716 times
  CANID 258: 671 times
  CANID 835: 660 times
  CANID 541: 676 times
  CANID 614: 756 times
  CANID 866: 657 times
  CANID 1034: 659 times
  CANID 1445: 676 times
  CANID 470: 660 times
  CANID 804: 657 times
  CANID 474: 685 times
  CANID 900: 654 times
  CANID 79: 681 times
  CANID 1524: 627 times
  CANID 981: 725 times
  CANID 857: 697 times
  CANID 1864: 727 times
  CANID 505: 653 times
  CANID 1480: 653 times
  CANID 723: 683 times
  CANID 1319: 670 times
  CANID 997: 667 times
  CANID 577: 688 times
  CANID 960: 639 times
  CANID 1050: 674 times
  CANID 2047: 638 times
  CANID 1096: 720 times
  CANID 1815: 683 times
  CANID 865: 644 times
  CANID 130: 643 times
  CANID 896: 675 times
  CANID 1638: 713 times
  CANID 914: 743 times
  CANID 1089: 662 times
  CANID 962: 669 times
  CANID 506: 657 times
  CANID 995: 700 times
  CANID 660: 676 times
  CANID 1363: 727 times
  CANID 744: 664 times
  CANID 826: 667 times
  CANID 692: 672 times
  CANID 818: 672 times
  CANID 1083: 698 times
  CANID 1349: 675 times
  CANID 703: 692 times
  CANID 645: 665 times
  CANID 808: 660 times
  CANID 669: 656 times
  CANID 770: 666 times
  CANID 787: 668 times
  CANID 1342: 695 times
  CANID 825: 668 times
  CANID 644: 675 times
  CANID 1029: 675 times
  CANID 955: 656 times
  CANID 864: 687 times
  CANID 1170: 673 times
  CANID 1495: 680 times
  CANID 1081: 679 times
  CANID 965: 691 times
  CANID 1943: 663 times
  CANID 738: 665 times
  CANID 1992: 652 times
  CANID 1301: 643 times
  CANID 1874: 644 times
  CANID 673: 713 times
  CANID 932: 742 times
  CANID 630: 629 times
  CANID 1370: 676 times
  CANID 1906: 644 times
  CANID 964: 693 times
  CANID 605: 677 times
  CANID 793: 703 times
  CANID 1802: 669 times
  CANID 771: 673 times
  CANID 1328: 683 times
  CANID 1056: 680 times
  CANID 522: 696 times
  CANID 694: 676 times
  CANID 578: 699 times
  CANID 884: 664 times
  CANID 949: 624 times
  CANID 690: 643 times
  CANID 516: 663 times
  CANID 820: 663 times
  CANID 883: 685 times
  CANID 907: 708 times
  CANID 1928: 690 times
  CANID 1138: 630 times
  CANID 1112: 746 times
  CANID 800: 690 times
  CANID 842: 672 times
  CANID 1359: 641 times
  CANID 659: 643 times
  CANID 984: 674 times
  CANID 586: 667 times
  CANID 929: 662 times
  CANID 1914: 655 times
  CANID 931: 666 times
  CANID 1976: 620 times
  CANID 803: 651 times
  CANID 1314: 669 times
  CANID 602: 660 times
  CANID 898: 667 times
  CANID 1736: 700 times
  CANID 1106: 705 times
  CANID 280: 309 times
  CANID 1251: 726 times
  CANID 917: 716 times
  CANID 1602: 648 times
  CANID 643: 712 times
  CANID 871: 684 times
  CANID 1320: 688 times
  CANID 921: 613 times
  CANID 1304: 705 times
  CANID 472: 702 times
  CANID 1831: 746 times
  CANID 1082: 690 times
  CANID 1017: 720 times
  CANID 637: 659 times
  CANID 1001: 670 times
  CANID 1114: 707 times
  CANID 701: 703 times
  CANID 579: 664 times
  CANID 761: 688 times
  CANID 661: 729 times
  CANID 1816: 691 times
  CANID 872: 692 times
  CANID 851: 633 times
  CANID 919: 679 times
  CANID 642: 704 times
  CANID 545: 636 times
  CANID 946: 659 times
  CANID 938: 674 times
  CANID 1849: 661 times
  CANID 950: 704 times
  CANID 979: 658 times
  CANID 816: 662 times
  CANID 1033: 706 times
  CANID 297: 311 times


Modification Statistics for data/owndata/attackdata/1_x_2_280.csv
Modify Type: CANID
Total Modifications: 100060

CANID Modifications:
  CANID 1057: 337 times
  CANID 642: 331 times
  CANID 506: 340 times
  CANID 678: 357 times
  CANID 825: 366 times
  CANID 727: 366 times
  CANID 658: 366 times
  CANID 599: 329 times
  CANID 930: 339 times
  CANID 1874: 357 times
  CANID 737: 330 times
  CANID 864: 352 times
  CANID 626: 357 times
  CANID 1024: 363 times
  CANID 1359: 323 times
  CANID 789: 309 times
  CANID 680: 344 times
  CANID 1022: 344 times
  CANID 1943: 320 times
  CANID 1082: 373 times
  CANID 1000: 348 times
  CANID 883: 329 times
  CANID 744: 337 times
  CANID 306: 357 times
  CANID 549: 354 times
  CANID 2024: 337 times
  CANID 1817: 342 times
  CANID 1362: 341 times
  CANID 793: 365 times
  CANID 1800: 336 times
  CANID 722: 336 times
  CANID 816: 323 times
  CANID 660: 346 times
  CANID 915: 340 times
  CANID 645: 343 times
  CANID 1025: 310 times
  CANID 1748: 328 times
  CANID 516: 307 times
  CANID 1314: 354 times
  CANID 1112: 373 times
  CANID 985: 340 times
  CANID 921: 335 times
  CANID 1320: 344 times
  CANID 1154: 347 times
  CANID 610: 327 times
  CANID 585: 317 times
  CANID 1064: 332 times
  CANID 1960: 331 times
  CANID 1001: 356 times
  CANID 530: 370 times
  CANID 604: 357 times
  CANID 1005: 358 times
  CANID 1250: 321 times
  CANID 803: 346 times
  CANID 984: 331 times
  CANID 1017: 355 times
  CANID 281: 320 times
  CANID 899: 331 times
  CANID 605: 334 times
  CANID 836: 350 times
  CANID 1803: 340 times
  CANID 648: 338 times
  CANID 904: 352 times
  CANID 1859: 330 times
  CANID 897: 344 times
  CANID 553: 314 times
  CANID 79: 325 times
  CANID 1922: 347 times
  CANID 1768: 356 times
  CANID 882: 329 times
  CANID 595: 334 times
  CANID 1448: 340 times
  CANID 296: 333 times
  CANID 586: 337 times
  CANID 1802: 341 times
  CANID 1114: 330 times
  CANID 679: 327 times
  CANID 902: 353 times
  CANID 577: 353 times
  CANID 818: 350 times
  CANID 602: 322 times
  CANID 1914: 346 times
  CANID 2007: 317 times
  CANID 264: 347 times
  CANID 579: 322 times
  CANID 986: 330 times
  CANID 707: 340 times
  CANID 842: 342 times
  CANID 275: 341 times
  CANID 522: 344 times
  CANID 893: 337 times
  CANID 964: 337 times
  CANID 875: 329 times
  CANID 706: 337 times
  CANID 1444: 332 times
  CANID 1096: 330 times
  CANID 739: 343 times
  CANID 1106: 368 times
  CANID 507: 341 times
  CANID 609: 346 times
  CANID 616: 319 times
  CANID 669: 335 times
  CANID 2005: 368 times
  CANID 914: 362 times
  CANID 804: 326 times
  CANID 938: 360 times
  CANID 537: 319 times
  CANID 928: 349 times
  CANID 878: 335 times
  CANID 611: 313 times
  CANID 1906: 326 times
  CANID 633: 338 times
  CANID 1602: 324 times
  CANID 1029: 324 times
  CANID 832: 310 times
  CANID 322: 298 times
  CANID 957: 324 times
  CANID 929: 337 times
  CANID 294: 340 times
  CANID 1364: 295 times
  CANID 708: 324 times
  CANID 612: 347 times
  CANID 1834: 338 times
  CANID 529: 332 times
  CANID 994: 331 times
  CANID 554: 318 times
  CANID 738: 348 times
  CANID 1170: 349 times
  CANID 935: 328 times
  CANID 907: 362 times
  CANID 1831: 353 times
  CANID 1058: 308 times
  CANID 987: 336 times
  CANID 705: 340 times
  CANID 513: 339 times
  CANID 290: 364 times
  CANID 955: 354 times
  CANID 821: 321 times
  CANID 505: 283 times
  CANID 531: 308 times
  CANID 692: 335 times
  CANID 1360: 371 times
  CANID 661: 352 times
  CANID 711: 328 times
  CANID 932: 351 times
  CANID 761: 346 times
  CANID 906: 309 times
  CANID 768: 331 times
  CANID 1992: 340 times
  CANID 1363: 364 times
  CANID 594: 322 times
  CANID 890: 353 times
  CANID 676: 325 times
  CANID 1810: 363 times
  CANID 552: 355 times
  CANID 701: 332 times
  CANID 2047: 331 times
  CANID 1138: 346 times
  CANID 1013: 335 times
  CANID 1736: 332 times
  CANID 1885: 332 times
  CANID 472: 333 times
  CANID 1849: 354 times
  CANID 130: 307 times
  CANID 1445: 338 times
  CANID 470: 338 times
  CANID 1139: 324 times
  CANID 474: 330 times
  CANID 900: 327 times
  CANID 1860: 327 times
  CANID 1373: 330 times
  CANID 981: 363 times
  CANID 721: 327 times
  CANID 643: 372 times
  CANID 291: 353 times
  CANID 1480: 335 times
  CANID 787: 338 times
  CANID 1319: 320 times
  CANID 997: 333 times
  CANID 1928: 353 times
  CANID 1033: 330 times
  CANID 947: 376 times
  CANID 1655: 307 times
  CANID 297: 366 times
  CANID 1815: 334 times
  CANID 898: 330 times
  CANID 995: 346 times
  CANID 896: 334 times
  CANID 1050: 322 times
  CANID 754: 357 times
  CANID 1049: 353 times
  CANID 504: 327 times
  CANID 524: 348 times
  CANID 1251: 342 times
  CANID 627: 315 times
  CANID 258: 362 times
  CANID 753: 318 times
  CANID 755: 337 times
  CANID 548: 338 times
  CANID 884: 337 times
  CANID 703: 359 times
  CANID 545: 323 times
  CANID 1816: 337 times
  CANID 723: 324 times
  CANID 808: 332 times
  CANID 673: 320 times
  CANID 870: 330 times
  CANID 1349: 311 times
  CANID 1332: 344 times
  CANID 259: 316 times
  CANID 865: 316 times
  CANID 1370: 332 times
  CANID 1301: 308 times
  CANID 313: 344 times
  CANID 1010: 308 times
  CANID 1495: 372 times
  CANID 931: 356 times
  CANID 965: 351 times
  CANID 1056: 351 times
  CANID 936: 335 times
  CANID 769: 331 times
  CANID 801: 342 times
  CANID 562: 300 times
  CANID 637: 320 times
  CANID 868: 345 times
  CANID 630: 316 times
  CANID 1638: 322 times
  CANID 800: 351 times
  CANID 690: 319 times
  CANID 541: 319 times
  CANID 826: 343 times
  CANID 1830: 327 times
  CANID 770: 347 times
  CANID 1328: 345 times
  CANID 691: 321 times
  CANID 989: 333 times
  CANID 694: 353 times
  CANID 578: 339 times
  CANID 786: 334 times
  CANID 949: 323 times
  CANID 1801: 337 times
  CANID 922: 325 times
  CANID 819: 330 times
  CANID 851: 317 times
  CANID 853: 343 times
  CANID 1976: 331 times
  CANID 978: 322 times
  CANID 792: 342 times
  CANID 820: 359 times
  CANID 1083: 340 times
  CANID 1929: 348 times
  CANID 960: 308 times
  CANID 644: 299 times
  CANID 979: 330 times
  CANID 857: 364 times
  CANID 1089: 333 times
  CANID 968: 301 times
  CANID 1081: 310 times
  CANID 946: 343 times
  CANID 784: 333 times
  CANID 798: 352 times
  CANID 1107: 314 times
  CANID 889: 336 times
  CANID 850: 352 times
  CANID 614: 352 times
  CANID 1944: 342 times
  CANID 917: 375 times
  CANID 835: 331 times
  CANID 603: 315 times
  CANID 871: 330 times
  CANID 1327: 338 times
  CANID 1014: 316 times
  CANID 1304: 376 times
  CANID 1524: 335 times
  CANID 962: 346 times
  CANID 771: 333 times
  CANID 659: 328 times
  CANID 1053: 345 times
  CANID 1034: 314 times
  CANID 1930: 372 times
  CANID 1085: 357 times
  CANID 1059: 333 times
  CANID 1864: 337 times
  CANID 1342: 348 times
  CANID 1066: 321 times
  CANID 872: 326 times
  CANID 1828: 368 times
  CANID 919: 336 times
  CANID 570: 349 times
  CANID 963: 303 times
  CANID 2033: 309 times
  CANID 969: 309 times
  CANID 1847: 348 times
  CANID 950: 346 times
  CANID 866: 338 times
  CANID 2036: 323 times
  CANID 1962: 339 times


Modification Statistics for data/owndata/attackdata/1_x_2_all.csv
Modify Type: CANID
Total Modifications: 2500012

CANID Modifications:
  CANID 739: 8351 times
  CANID 680: 8459 times
  CANID 753: 8459 times
  CANID 679: 8490 times
  CANID 1058: 8467 times
  CANID 1930: 8375 times
  CANID 754: 8418 times
  CANID 599: 8136 times
  CANID 1059: 8447 times
  CANID 786: 8466 times
  CANID 963: 8354 times
  CANID 864: 8393 times
  CANID 906: 8379 times
  CANID 1000: 8439 times
  CANID 291: 8292 times
  CANID 789: 8304 times
  CANID 1022: 8421 times
  CANID 554: 8305 times
  CANID 562: 8369 times
  CANID 259: 8502 times
  CANID 853: 8519 times
  CANID 1944: 8389 times
  CANID 306: 8196 times
  CANID 537: 8494 times
  CANID 627: 8394 times
  CANID 507: 8432 times
  CANID 1024: 8325 times
  CANID 987: 8321 times
  CANID 626: 8373 times
  CANID 893: 8312 times
  CANID 722: 8319 times
  CANID 1327: 8479 times
  CANID 1107: 8545 times
  CANID 281: 8317 times
  CANID 645: 8641 times
  CANID 1803: 8354 times
  CANID 1748: 8331 times
  CANID 516: 8437 times
  CANID 1800: 8405 times
  CANID 1112: 8483 times
  CANID 985: 8576 times
  CANID 1139: 8353 times
  CANID 1005: 8445 times
  CANID 1154: 8446 times
  CANID 691: 8387 times
  CANID 899: 8437 times
  CANID 986: 8382 times
  CANID 553: 8346 times
  CANID 1014: 8329 times
  CANID 530: 8229 times
  CANID 1830: 8560 times
  CANID 2033: 8494 times
  CANID 994: 8231 times
  CANID 969: 8421 times
  CANID 2036: 8371 times
  CANID 595: 8299 times
  CANID 1768: 8485 times
  CANID 605: 8210 times
  CANID 836: 8330 times
  CANID 1250: 8552 times
  CANID 1801: 8529 times
  CANID 524: 8420 times
  CANID 904: 8475 times
  CANID 801: 8549 times
  CANID 897: 8413 times
  CANID 737: 8088 times
  CANID 819: 8437 times
  CANID 676: 8323 times
  CANID 648: 8426 times
  CANID 290: 8530 times
  CANID 1448: 8487 times
  CANID 531: 8435 times
  CANID 296: 8400 times
  CANID 798: 8577 times
  CANID 1025: 8458 times
  CANID 1066: 8358 times
  CANID 727: 8418 times
  CANID 552: 8310 times
  CANID 902: 8419 times
  CANID 915: 8554 times
  CANID 768: 8566 times
  CANID 1922: 8425 times
  CANID 2007: 8251 times
  CANID 264: 8366 times
  CANID 1013: 8423 times
  CANID 1057: 8417 times
  CANID 1817: 8295 times
  CANID 275: 8330 times
  CANID 1847: 8501 times
  CANID 989: 8370 times
  CANID 1332: 8370 times
  CANID 875: 8544 times
  CANID 706: 8389 times
  CANID 1444: 8469 times
  CANID 889: 8292 times
  CANID 504: 8529 times
  CANID 1010: 8442 times
  CANID 609: 8369 times
  CANID 616: 8329 times
  CANID 1085: 8479 times
  CANID 2005: 8299 times
  CANID 1810: 8463 times
  CANID 947: 8393 times
  CANID 784: 8252 times
  CANID 928: 8575 times
  CANID 878: 8451 times
  CANID 611: 8327 times
  CANID 1859: 8445 times
  CANID 633: 8224 times
  CANID 1602: 8477 times
  CANID 936: 8332 times
  CANID 957: 8337 times
  CANID 513: 8330 times
  CANID 711: 8411 times
  CANID 929: 8336 times
  CANID 294: 8567 times
  CANID 585: 8387 times
  CANID 1364: 8326 times
  CANID 708: 8308 times
  CANID 612: 8447 times
  CANID 1373: 8391 times
  CANID 529: 8362 times
  CANID 1860: 8363 times
  CANID 978: 8379 times
  CANID 935: 8404 times
  CANID 604: 8372 times
  CANID 1831: 8555 times
  CANID 2024: 8402 times
  CANID 705: 8378 times
  CANID 297: 8138 times
  CANID 755: 8387 times
  CANID 821: 8453 times
  CANID 505: 8334 times
  CANID 1049: 8443 times
  CANID 1360: 8424 times
  CANID 1834: 8310 times
  CANID 678: 8330 times
  CANID 769: 8483 times
  CANID 610: 8458 times
  CANID 594: 8385 times
  CANID 850: 8233 times
  CANID 870: 8286 times
  CANID 868: 8451 times
  CANID 707: 8236 times
  CANID 603: 8337 times
  CANID 744: 8332 times
  CANID 2047: 8511 times
  CANID 1828: 8390 times
  CANID 1736: 8344 times
  CANID 832: 8472 times
  CANID 1885: 8462 times
  CANID 614: 8133 times
  CANID 1362: 8398 times
  CANID 866: 8438 times
  CANID 1034: 8409 times
  CANID 1445: 8515 times
  CANID 470: 8384 times
  CANID 804: 8555 times
  CANID 322: 8336 times
  CANID 474: 8374 times
  CANID 900: 8168 times
  CANID 890: 8620 times
  CANID 79: 8332 times
  CANID 1524: 8363 times
  CANID 981: 8404 times
  CANID 721: 8459 times
  CANID 643: 8391 times
  CANID 922: 8366 times
  CANID 1480: 8248 times
  CANID 787: 8470 times
  CANID 857: 8358 times
  CANID 1319: 8460 times
  CANID 997: 8345 times
  CANID 577: 8410 times
  CANID 1033: 8359 times
  CANID 1050: 8493 times
  CANID 1655: 8154 times
  CANID 1096: 8297 times
  CANID 1815: 8323 times
  CANID 658: 8621 times
  CANID 865: 8549 times
  CANID 130: 8449 times
  CANID 896: 8452 times
  CANID 1638: 8389 times
  CANID 914: 8380 times
  CANID 1089: 8316 times
  CANID 962: 8225 times
  CANID 506: 8433 times
  CANID 995: 8478 times
  CANID 660: 8357 times
  CANID 960: 8373 times
  CANID 968: 8514 times
  CANID 258: 8358 times
  CANID 1064: 8329 times
  CANID 826: 8434 times
  CANID 548: 8461 times
  CANID 818: 8421 times
  CANID 1083: 8290 times
  CANID 545: 8420 times
  CANID 703: 8381 times
  CANID 723: 8280 times
  CANID 808: 8387 times
  CANID 673: 8484 times
  CANID 770: 8275 times
  CANID 549: 8191 times
  CANID 1342: 8398 times
  CANID 1962: 8377 times
  CANID 644: 8430 times
  CANID 1029: 8558 times
  CANID 955: 8363 times
  CANID 313: 8281 times
  CANID 1349: 8403 times
  CANID 1170: 8300 times
  CANID 1495: 8478 times
  CANID 1081: 8431 times
  CANID 965: 8562 times
  CANID 1056: 8441 times
  CANID 738: 8311 times
  CANID 1992: 8522 times
  CANID 1301: 8543 times
  CANID 1874: 8264 times
  CANID 932: 8572 times
  CANID 630: 8198 times
  CANID 1370: 8334 times
  CANID 1906: 8300 times
  CANID 964: 8384 times
  CANID 793: 8359 times
  CANID 1943: 8332 times
  CANID 1816: 8452 times
  CANID 642: 8267 times
  CANID 1802: 8365 times
  CANID 771: 8307 times
  CANID 1328: 8507 times
  CANID 522: 8459 times
  CANID 694: 8482 times
  CANID 578: 8503 times
  CANID 884: 8467 times
  CANID 949: 8375 times
  CANID 690: 8596 times
  CANID 820: 8451 times
  CANID 883: 8364 times
  CANID 907: 8394 times
  CANID 1928: 8323 times
  CANID 1138: 8340 times
  CANID 792: 8418 times
  CANID 800: 8422 times
  CANID 842: 8386 times
  CANID 1359: 8344 times
  CANID 659: 8433 times
  CANID 984: 8430 times
  CANID 586: 8365 times
  CANID 701: 8432 times
  CANID 1976: 8401 times
  CANID 803: 8487 times
  CANID 541: 8227 times
  CANID 1314: 8476 times
  CANID 602: 8387 times
  CANID 898: 8417 times
  CANID 1106: 8316 times
  CANID 669: 8408 times
  CANID 280: 8164 times
  CANID 930: 8251 times
  CANID 1251: 8350 times
  CANID 761: 8403 times
  CANID 917: 8166 times
  CANID 835: 8401 times
  CANID 825: 8201 times
  CANID 871: 8544 times
  CANID 1320: 8332 times
  CANID 1363: 8250 times
  CANID 921: 8439 times
  CANID 1304: 8520 times
  CANID 472: 8040 times
  CANID 931: 8388 times
  CANID 882: 8360 times
  CANID 1082: 8474 times
  CANID 1053: 8338 times
  CANID 1001: 8410 times
  CANID 1960: 8363 times
  CANID 1114: 8526 times
  CANID 579: 8202 times
  CANID 1929: 8260 times
  CANID 1864: 8363 times
  CANID 692: 8295 times
  CANID 661: 8526 times
  CANID 1914: 8345 times
  CANID 872: 8486 times
  CANID 851: 8246 times
  CANID 919: 8241 times
  CANID 570: 8269 times
  CANID 946: 8374 times
  CANID 938: 8482 times
  CANID 1849: 8322 times
  CANID 637: 8347 times
  CANID 950: 8385 times
  CANID 979: 8358 times
  CANID 816: 8370 times
  CANID 1017: 8241 times

